post_id,platform,post_type,post_time,likes,comments,shares,post_day,sentiment_score,hashtags
1094,Twitter,poll,5/17/2023 0:15,1171,111,431,Wednesday,positive,Yes
1095,Instagram,video,12/28/2023 16:45,173,496,840,Thursday,negative,Yes
1096,Twitter,carousel,5/11/2023 11:00,2437,255,544,Thursday,neutral,Yes
1097,Facebook,carousel,4/23/2023 8:15,1700,360,23,Sunday,negative,Yes
1098,Twitter,text,7/23/2023 5:45,8,94,316,Sunday,neutral,Yes
1099,Instagram,image,6/6/2023 21:00,3780,335,161,Tuesday,neutral,No
1100,Twitter,text,11/25/2023 7:30,2132,14,118,Saturday,positive,Yes
1101,Twitter,poll,2/9/2023 15:30,1318,182,35,Thursday,positive,Yes
1102,Instagram,text,10/28/2023 19:30,1005,70,17,Saturday,neutral,No
1103,Instagram,carousel,8/4/2023 12:45,985,336,826,Friday,negative,No
1104,Instagram,video,12/6/2023 4:00,4907,229,809,Wednesday,negative,No
1105,Instagram,video,11/23/2023 2:00,4352,241,554,Thursday,negative,No
1106,Twitter,carousel,12/27/2023 11:30,777,201,513,Wednesday,positive,Yes
1107,Instagram,carousel,5/5/2023 20:00,323,206,151,Friday,neutral,Yes
1108,Twitter,image,7/14/2023 15:00,1908,79,352,Friday,positive,No
1109,Facebook,carousel,10/5/2023 6:30,2379,118,526,Thursday,negative,No
1110,Instagram,carousel,4/19/2023 19:45,279,457,702,Wednesday,neutral,Yes
1111,Twitter,text,8/5/2023 8:45,672,219,105,Saturday,positive,No
1112,Twitter,video,12/24/2023 7:45,278,44,217,Sunday,neutral,Yes
1113,Instagram,image,3/13/2023 23:15,3364,194,461,Monday,negative,Yes
1114,Twitter,video,12/24/2023 7:45,1156,79,345,Sunday,neutral,Yes
1115,Facebook,text,6/12/2023 9:30,2292,50,878,Monday,negative,Yes
1116,Twitter,video,9/27/2023 19:00,593,205,341,Wednesday,positive,Yes
1117,Twitter,video,11/12/2023 17:30,1443,54,33,Sunday,positive,Yes
1118,Twitter,carousel,1/30/2023 13:30,1818,17,338,Monday,positive,No
1119,Twitter,poll,5/2/2023 6:15,288,115,70,Tuesday,neutral,Yes
1120,Facebook,text,6/12/2023 9:30,3169,125,934,Monday,negative,Yes
1121,Facebook,text,6/12/2023 9:30,3072,50,1050,Monday,negative,No
1122,Twitter,image,11/16/2023 0:45,979,50,200,Thursday,negative,No
1123,Facebook,image,11/27/2023 4:30,1349,200,333,Monday,positive,No
1124,Facebook,video,7/26/2023 20:15,4066,519,129,Wednesday,positive,No
1125,Facebook,carousel,1/27/2023 15:45,3387,196,829,Friday,negative,No
1126,Facebook,carousel,1/27/2023 15:45,3491,243,759,Friday,negative,Yes
1127,Facebook,image,11/27/2023 4:30,1768,208,155,Monday,positive,Yes
1128,Instagram,poll,3/7/2023 19:15,3966,130,414,Tuesday,positive,Yes
1129,Instagram,carousel,1/1/2023 20:00,4698,20,405,Sunday,positive,Yes
1130,Twitter,carousel,10/2/2023 23:30,90,34,552,Monday,neutral,Yes
1131,Facebook,video,5/2/2023 6:15,32,238,143,Tuesday,neutral,No
1132,Instagram,poll,2/21/2023 16:15,5030,424,738,Tuesday,negative,Yes
1133,Facebook,poll,9/10/2023 13:45,5083,421,1047,Sunday,negative,Yes
1134,Instagram,carousel,8/4/2023 12:45,803,317,873,Friday,negative,Yes
1135,Facebook,video,4/8/2023 19:15,5405,522,30,Saturday,positive,No
1136,Instagram,carousel,1/1/2023 20:00,5474,140,356,Sunday,positive,Yes
1137,Instagram,poll,3/7/2023 19:15,2868,68,544,Tuesday,positive,No
1138,Instagram,carousel,5/5/2023 20:00,1261,207,150,Friday,neutral,Yes
1139,Facebook,text,1/3/2023 3:00,2091,89,373,Tuesday,positive,Yes
1140,Facebook,carousel,10/3/2023 19:00,1256,291,322,Tuesday,negative,Yes
1141,Facebook,video,2/23/2023 17:15,2491,264,376,Thursday,positive,No
1142,Facebook,video,7/26/2023 20:15,5277,477,481,Wednesday,positive,Yes
1143,Twitter,image,11/16/2023 0:45,85,141,203,Thursday,negative,No
1144,Instagram,carousel,12/13/2023 4:45,4680,158,700,Wednesday,positive,Yes
1145,Instagram,carousel,5/5/2023 20:00,678,188,72,Friday,neutral,Yes
1146,Facebook,image,11/27/2023 4:30,1036,186,195,Monday,positive,No
1147,Twitter,text,2/14/2023 18:00,1635,53,292,Tuesday,positive,No
1148,Facebook,carousel,1/27/2023 15:45,3933,155,831,Friday,negative,No
1149,Instagram,video,7/13/2023 9:15,5425,51,446,Thursday,neutral,No
1150,Facebook,text,1/3/2023 3:00,1926,88,351,Tuesday,positive,No
1151,Instagram,carousel,12/13/2023 4:45,5165,114,615,Wednesday,positive,No
1152,Facebook,video,7/26/2023 20:15,5078,510,381,Wednesday,positive,No
1153,Instagram,text,10/28/2023 19:30,2138,9,121,Saturday,neutral,No
1154,Facebook,carousel,10/5/2023 6:30,3356,34,399,Thursday,negative,No
1155,Twitter,text,2/14/2023 18:00,2021,101,207,Tuesday,positive,Yes
1156,Twitter,video,12/1/2023 10:00,2471,138,328,Friday,positive,No
1157,Instagram,text,7/6/2023 8:00,4395,44,230,Thursday,negative,Yes
1158,Twitter,video,5/23/2023 0:30,3794,294,189,Tuesday,positive,No
1159,Facebook,text,6/12/2023 9:30,2649,73,1068,Monday,negative,No
1160,Facebook,carousel,10/5/2023 6:30,1972,121,403,Thursday,negative,Yes
1161,Instagram,video,12/28/2023 16:45,933,441,806,Thursday,negative,No
1162,Twitter,text,11/20/2023 2:00,2417,72,107,Monday,positive,Yes
1163,Facebook,carousel,10/3/2023 19:00,651,257,426,Tuesday,negative,Yes
1164,Twitter,video,10/27/2023 23:45,221,108,635,Friday,neutral,No
1165,Facebook,image,2/2/2023 16:00,287,50,49,Thursday,positive,Yes
1166,Twitter,video,6/15/2023 3:15,565,30,245,Thursday,positive,No
1167,Facebook,poll,8/8/2023 17:45,5050,100,986,Tuesday,negative,No
1168,Facebook,image,8/17/2023 14:45,2190,457,620,Thursday,positive,Yes
1169,Instagram,poll,3/19/2023 4:00,2786,28,167,Sunday,negative,Yes
1170,Twitter,text,9/30/2023 10:30,2183,71,243,Saturday,positive,Yes
1171,Instagram,carousel,4/19/2023 19:45,395,538,681,Wednesday,neutral,Yes
1172,Twitter,poll,5/2/2023 0:30,3100,247,607,Tuesday,positive,No
1173,Facebook,video,5/11/2023 0:30,4606,40,29,Thursday,neutral,Yes
1174,Twitter,text,12/8/2023 2:15,2073,77,13,Friday,negative,Yes
1175,Instagram,image,6/6/2023 21:00,4265,367,110,Tuesday,neutral,Yes
1176,Twitter,carousel,7/5/2023 18:15,3501,154,86,Wednesday,positive,Yes
1177,Instagram,poll,2/21/2023 16:15,4981,363,712,Tuesday,negative,No
1178,Twitter,video,9/27/2023 19:00,114,103,128,Wednesday,positive,Yes
1179,Instagram,carousel,5/5/2023 20:00,366,240,220,Friday,neutral,No
1180,Instagram,text,7/12/2023 0:00,2324,143,158,Wednesday,negative,Yes
1181,Twitter,carousel,5/11/2023 11:00,1242,227,584,Thursday,neutral,No
1182,Twitter,video,5/23/2023 0:30,3177,245,245,Tuesday,positive,Yes
1183,Twitter,text,10/2/2023 12:15,43,141,376,Monday,positive,Yes
1184,Twitter,carousel,5/11/2023 11:00,1831,230,541,Thursday,neutral,No
1185,Instagram,text,7/6/2023 8:00,3192,44,180,Thursday,negative,Yes
1186,Facebook,carousel,5/14/2023 0:45,4038,416,786,Sunday,neutral,No
1187,Facebook,carousel,11/11/2023 15:45,61,36,587,Saturday,negative,No
1188,Instagram,carousel,8/4/2023 12:45,595,326,847,Friday,negative,Yes
1189,Facebook,carousel,5/14/2023 0:45,3855,480,806,Sunday,neutral,Yes
1190,Facebook,carousel,10/3/2023 19:00,1323,251,460,Tuesday,negative,No
1191,Instagram,image,9/20/2023 6:00,4326,372,399,Wednesday,positive,Yes
1192,Twitter,image,5/15/2023 6:30,167,193,187,Monday,neutral,Yes
1193,Facebook,text,7/18/2023 22:00,3832,30,851,Tuesday,positive,Yes
1194,Instagram,poll,7/5/2023 5:15,4116,3,821,Wednesday,positive,Yes
1195,Facebook,video,5/2/2023 6:15,662,222,215,Tuesday,neutral,Yes
1196,Facebook,video,7/26/2023 20:15,5111,570,356,Wednesday,positive,No
1197,Facebook,carousel,1/9/2023 20:00,1194,347,298,Monday,positive,No
1198,Instagram,carousel,1/1/2023 20:00,4460,74,275,Sunday,positive,No
1199,Twitter,poll,5/2/2023 0:30,2551,257,497,Tuesday,positive,No
1200,Instagram,image,6/6/2023 19:30,950,227,915,Tuesday,negative,Yes
1201,Facebook,image,11/27/2023 4:30,1943,147,274,Monday,positive,No
1202,Instagram,poll,3/7/2023 19:15,2649,106,520,Tuesday,positive,Yes
1203,Twitter,image,4/17/2023 15:00,556,199,375,Monday,neutral,Yes
1204,Twitter,image,10/14/2023 18:45,729,151,347,Saturday,neutral,Yes
1205,Facebook,carousel,1/27/2023 15:45,3167,325,927,Friday,negative,Yes
1206,Instagram,carousel,5/19/2023 4:30,4936,333,1022,Friday,positive,No
1207,Instagram,text,7/12/2023 0:00,1125,231,136,Wednesday,negative,No
1208,Instagram,poll,1/19/2023 7:15,3511,4,363,Thursday,positive,Yes
1209,Facebook,video,7/26/2023 20:15,4532,463,439,Wednesday,positive,Yes
1210,Facebook,video,5/2/2023 6:15,538,178,344,Tuesday,neutral,No
1211,Twitter,poll,2/9/2023 15:30,1879,178,50,Thursday,positive,Yes
1212,Instagram,text,7/27/2023 19:15,2341,133,225,Thursday,neutral,Yes
1213,Instagram,poll,12/29/2023 12:15,4248,532,30,Friday,positive,Yes
1214,Instagram,image,6/6/2023 19:30,1087,204,879,Tuesday,negative,No
1215,Facebook,image,8/17/2023 14:45,1706,524,635,Thursday,positive,No
1216,Instagram,carousel,8/4/2023 12:45,879,455,703,Friday,negative,Yes
1217,Instagram,carousel,4/19/2023 19:45,356,417,594,Wednesday,neutral,Yes
1218,Twitter,carousel,1/30/2023 13:30,1357,56,478,Monday,positive,No
1219,Instagram,carousel,5/19/2023 4:30,4663,346,965,Friday,positive,No
1220,Instagram,carousel,4/19/2023 19:45,248,497,791,Wednesday,neutral,Yes
1221,Instagram,carousel,5/7/2023 0:30,1416,367,512,Sunday,negative,No
1222,Facebook,carousel,5/5/2023 16:45,2312,291,747,Friday,neutral,Yes
1223,Twitter,text,12/8/2023 2:15,739,29,143,Friday,negative,Yes
1224,Twitter,text,9/30/2023 10:30,1737,158,5,Saturday,positive,No
1225,Instagram,carousel,5/19/2023 4:30,4359,293,1075,Friday,positive,Yes
1226,Facebook,carousel,2/3/2023 0:30,4470,175,891,Friday,positive,Yes
1227,Instagram,image,6/6/2023 19:30,1324,154,738,Tuesday,negative,Yes
1228,Facebook,text,7/6/2023 7:00,3455,395,313,Thursday,neutral,Yes
1229,Facebook,video,5/11/2023 0:30,3753,32,99,Thursday,neutral,No
1230,Twitter,video,5/23/2023 0:30,3907,258,132,Tuesday,positive,Yes
1231,Instagram,video,12/6/2023 4:00,4426,174,763,Wednesday,negative,No
1232,Instagram,poll,1/19/2023 7:15,2382,19,484,Thursday,positive,Yes
1233,Facebook,carousel,10/5/2023 6:30,2005,73,441,Thursday,negative,Yes
1234,Facebook,carousel,1/27/2023 15:45,3752,236,1004,Friday,negative,Yes
1235,Twitter,image,11/16/2023 0:45,204,134,218,Thursday,negative,No
1236,Twitter,carousel,5/3/2023 8:00,3451,259,271,Wednesday,positive,Yes
1237,Instagram,video,11/23/2023 2:00,3881,209,733,Thursday,negative,No
1238,Twitter,carousel,5/3/2023 8:00,2812,211,214,Wednesday,positive,Yes
1239,Twitter,text,7/23/2023 5:45,1162,30,374,Sunday,neutral,No
1240,Instagram,carousel,8/4/2023 12:45,1528,368,828,Friday,negative,Yes
1241,Facebook,carousel,5/5/2023 16:45,1512,302,619,Friday,neutral,No
1242,Facebook,video,1/1/2023 6:00,4298,318,856,Sunday,neutral,No
1243,Twitter,text,9/30/2023 10:30,1965,129,116,Saturday,positive,No
1244,Instagram,image,7/1/2023 14:45,5088,164,200,Saturday,positive,No
1245,Twitter,text,2/14/2023 18:00,1028,58,134,Tuesday,positive,No
1246,Twitter,poll,5/2/2023 0:30,2161,164,537,Tuesday,positive,Yes
1247,Twitter,video,10/27/2023 23:45,37,106,481,Friday,neutral,Yes
1248,Twitter,text,10/2/2023 12:15,163,150,275,Monday,positive,Yes
1249,Twitter,image,5/15/2023 6:30,381,149,118,Monday,neutral,No
1250,Facebook,carousel,1/9/2023 20:00,611,272,333,Monday,positive,Yes
1251,Twitter,video,10/27/2023 23:45,98,99,574,Friday,neutral,No
1252,Twitter,poll,5/17/2023 0:15,1212,119,615,Wednesday,positive,Yes
1253,Instagram,poll,7/5/2023 5:15,2145,6,889,Wednesday,positive,Yes
1254,Twitter,video,10/27/2023 23:45,129,81,344,Friday,neutral,Yes
1255,Facebook,text,1/3/2023 3:00,1444,54,257,Tuesday,positive,No
1256,Instagram,poll,1/19/2023 7:15,3043,83,245,Thursday,positive,Yes
1257,Twitter,video,11/12/2023 17:30,548,6,188,Sunday,positive,Yes
1258,Twitter,text,2/14/2023 18:00,1703,91,236,Tuesday,positive,Yes
1259,Facebook,video,1/1/2023 6:00,4356,469,1087,Sunday,neutral,Yes
1260,Twitter,text,2/14/2023 18:00,399,54,130,Tuesday,positive,Yes
1261,Facebook,text,6/12/2023 9:30,2915,138,906,Monday,negative,Yes
1262,Instagram,carousel,5/5/2023 20:00,1094,183,143,Friday,neutral,No
1263,Facebook,carousel,4/23/2023 8:15,2374,343,270,Sunday,negative,Yes
1264,Instagram,image,2/26/2023 11:45,1040,22,965,Sunday,positive,Yes
1265,Twitter,text,2/14/2023 18:00,610,105,78,Tuesday,positive,Yes
1266,Facebook,carousel,5/5/2023 16:45,1496,285,616,Friday,neutral,Yes
1267,Instagram,video,11/23/2023 2:00,6025,317,811,Thursday,negative,Yes
1268,Instagram,carousel,4/19/2023 19:45,329,479,818,Wednesday,neutral,Yes
1269,Facebook,carousel,1/9/2023 20:00,433,309,297,Monday,positive,Yes
1270,Facebook,image,1/7/2023 10:30,1296,173,746,Saturday,negative,Yes
1271,Twitter,video,9/27/2023 19:00,214,150,160,Wednesday,positive,No
1272,Facebook,image,11/27/2023 4:30,2209,193,381,Monday,positive,No
1273,Instagram,text,10/6/2023 10:00,2804,139,35,Friday,positive,No
1274,Facebook,video,4/8/2023 19:15,4950,428,94,Saturday,positive,Yes
1275,Facebook,image,1/7/2023 10:30,1192,122,748,Saturday,negative,Yes
1276,Twitter,poll,5/2/2023 0:30,2392,186,407,Tuesday,positive,Yes
1277,Instagram,video,7/13/2023 9:15,5396,21,559,Thursday,neutral,Yes
1278,Twitter,video,10/27/2023 23:45,503,86,499,Friday,neutral,No
1279,Instagram,text,10/6/2023 10:00,2651,200,282,Friday,positive,Yes
1280,Twitter,carousel,10/2/2023 23:30,584,89,530,Monday,neutral,Yes
1281,Twitter,video,9/27/2023 19:00,599,125,330,Wednesday,positive,Yes
1282,Instagram,video,12/28/2023 16:45,887,462,604,Thursday,negative,No
1283,Twitter,text,11/25/2023 7:30,2396,20,122,Saturday,positive,Yes
1284,Facebook,text,1/3/2023 3:00,1338,15,294,Tuesday,positive,Yes
1285,Twitter,carousel,5/11/2023 11:00,998,272,395,Thursday,neutral,Yes
1286,Twitter,video,5/23/2023 0:30,2723,314,209,Tuesday,positive,Yes
1287,Instagram,video,4/14/2023 10:30,4749,383,875,Friday,positive,Yes
1288,Twitter,video,10/27/2023 23:45,129,74,457,Friday,neutral,Yes
1289,Twitter,poll,5/2/2023 0:30,1740,109,377,Tuesday,positive,Yes
1290,Facebook,carousel,11/11/2023 15:45,545,76,432,Saturday,negative,Yes
1291,Facebook,poll,9/10/2023 13:45,4176,428,940,Sunday,negative,Yes
1292,Facebook,poll,8/8/2023 17:45,4054,58,925,Tuesday,negative,Yes
1293,Instagram,image,6/6/2023 21:00,4526,384,272,Tuesday,neutral,Yes
1294,Facebook,text,5/3/2023 12:30,3880,267,35,Wednesday,positive,No
1295,Twitter,image,7/14/2023 15:00,1956,44,485,Friday,positive,No
1296,Instagram,image,3/13/2023 23:15,3686,188,160,Monday,negative,Yes
1297,Facebook,carousel,1/9/2023 20:00,1662,243,315,Monday,positive,Yes
1298,Facebook,image,1/7/2023 10:30,45,225,722,Saturday,negative,Yes
1299,Instagram,text,10/28/2023 19:30,2331,30,278,Saturday,neutral,Yes
1300,Twitter,video,5/23/2023 0:30,2587,190,168,Tuesday,positive,No
1301,Facebook,image,1/7/2023 10:30,301,130,602,Saturday,negative,Yes
1302,Facebook,poll,8/8/2023 17:45,5000,52,1058,Tuesday,negative,No
1303,Instagram,video,12/28/2023 16:45,226,516,525,Thursday,negative,Yes
1304,Instagram,text,7/27/2023 19:15,1698,135,14,Thursday,neutral,Yes
1305,Twitter,video,12/1/2023 10:00,1704,134,110,Friday,positive,No
1306,Facebook,carousel,5/14/2023 0:45,3508,418,583,Sunday,neutral,No
1307,Instagram,text,10/6/2023 10:00,3857,190,37,Friday,positive,No
1308,Instagram,poll,3/7/2023 19:15,3013,151,481,Tuesday,positive,No
1309,Facebook,video,4/8/2023 19:15,4773,504,143,Saturday,positive,Yes
1310,Facebook,video,4/8/2023 19:15,3587,533,76,Saturday,positive,No
1311,Facebook,carousel,10/5/2023 6:30,2220,44,629,Thursday,negative,Yes
1312,Twitter,carousel,3/31/2023 16:00,2972,95,166,Friday,positive,No
1313,Instagram,text,10/6/2023 10:00,2328,77,329,Friday,positive,Yes
1314,Twitter,image,10/14/2023 18:45,154,146,334,Saturday,neutral,No
1315,Facebook,image,2/2/2023 16:00,549,65,189,Thursday,positive,Yes
1316,Twitter,text,12/8/2023 2:15,1918,102,16,Friday,negative,Yes
1317,Instagram,video,4/14/2023 10:30,4645,426,728,Friday,positive,Yes
1318,Twitter,poll,5/2/2023 0:30,2034,199,480,Tuesday,positive,No
1319,Instagram,carousel,5/5/2023 20:00,32,188,49,Friday,neutral,Yes
1320,Facebook,carousel,5/5/2023 16:45,2319,231,702,Friday,neutral,Yes
1321,Twitter,text,10/2/2023 12:15,843,128,294,Monday,positive,Yes
1322,Facebook,poll,8/8/2023 17:45,4715,97,954,Tuesday,negative,Yes
1323,Instagram,poll,3/19/2023 4:00,3694,183,327,Sunday,negative,No
1324,Instagram,text,5/16/2023 22:15,1090,410,294,Tuesday,positive,Yes
1325,Twitter,video,6/15/2023 3:15,691,8,93,Thursday,positive,No
1326,Instagram,poll,3/19/2023 4:00,2647,50,281,Sunday,negative,Yes
1327,Facebook,carousel,11/11/2023 15:45,910,125,329,Saturday,negative,Yes
1328,Facebook,carousel,1/27/2023 15:45,3220,185,852,Friday,negative,No
1329,Instagram,carousel,11/19/2023 12:30,4238,339,764,Sunday,negative,No
1330,Twitter,carousel,5/3/2023 8:00,3159,202,415,Wednesday,positive,Yes
1331,Twitter,video,10/27/2023 23:45,636,162,442,Friday,neutral,Yes
1332,Instagram,carousel,5/19/2023 4:30,4544,353,849,Friday,positive,No
1333,Twitter,carousel,3/31/2023 16:00,2767,95,35,Friday,positive,Yes
1334,Instagram,text,7/27/2023 19:15,2395,166,84,Thursday,neutral,No
1335,Instagram,image,6/6/2023 21:00,4675,391,43,Tuesday,neutral,No
1336,Instagram,video,12/28/2023 16:45,361,509,693,Thursday,negative,No
1337,Twitter,video,5/23/2023 0:30,3746,218,298,Tuesday,positive,Yes
1338,Facebook,video,5/11/2023 0:30,4933,11,90,Thursday,neutral,No
1339,Facebook,carousel,5/5/2023 16:45,1089,246,579,Friday,neutral,Yes
1340,Facebook,video,2/23/2023 17:15,1445,153,355,Thursday,positive,Yes
1341,Facebook,poll,9/10/2023 13:45,4808,435,1087,Sunday,negative,Yes
1342,Facebook,video,5/2/2023 6:15,200,282,246,Tuesday,neutral,Yes
1343,Twitter,text,2/14/2023 18:00,384,113,342,Tuesday,positive,No
1344,Facebook,image,1/7/2023 10:30,1083,138,740,Saturday,negative,No
1345,Instagram,poll,1/19/2023 7:15,1898,152,310,Thursday,positive,No
1346,Instagram,carousel,8/4/2023 12:45,249,386,918,Friday,negative,Yes
1347,Twitter,carousel,12/27/2023 11:30,1038,174,341,Wednesday,positive,Yes
1348,Twitter,text,11/25/2023 7:30,2546,97,14,Saturday,positive,Yes
1349,Twitter,text,12/8/2023 2:15,1256,19,39,Friday,negative,No
1350,Twitter,text,10/2/2023 12:15,205,119,403,Monday,positive,Yes
1351,Facebook,image,8/17/2023 14:45,2289,458,736,Thursday,positive,No
1352,Instagram,text,5/16/2023 22:15,1766,329,499,Tuesday,positive,Yes
1353,Twitter,poll,5/2/2023 6:15,689,158,118,Tuesday,neutral,Yes
1354,Instagram,poll,3/19/2023 4:00,3264,108,316,Sunday,negative,No
1355,Facebook,video,4/8/2023 19:15,5073,502,128,Saturday,positive,Yes
1356,Instagram,image,1/21/2023 1:00,3983,358,728,Saturday,negative,No
1357,Instagram,text,5/23/2023 22:30,1011,32,641,Tuesday,neutral,No
1358,Instagram,video,7/13/2023 9:15,5021,200,592,Thursday,neutral,Yes
1359,Facebook,image,8/17/2023 14:45,1984,484,612,Thursday,positive,Yes
1360,Twitter,image,5/15/2023 6:30,356,151,158,Monday,neutral,Yes
1361,Instagram,image,1/21/2023 1:00,3917,305,713,Saturday,negative,No
1362,Twitter,carousel,10/2/2023 23:30,402,92,473,Monday,neutral,Yes
1363,Instagram,carousel,8/4/2023 12:45,1618,371,815,Friday,negative,Yes
1364,Facebook,carousel,1/9/2023 20:00,513,314,225,Monday,positive,Yes
1365,Twitter,poll,5/2/2023 6:15,520,82,124,Tuesday,neutral,No
1366,Facebook,poll,8/8/2023 17:45,4502,113,1001,Tuesday,negative,Yes
1367,Facebook,text,7/18/2023 22:00,2516,4,659,Tuesday,positive,No
1368,Twitter,video,11/12/2023 17:30,1704,18,4,Sunday,positive,No
1369,Facebook,video,5/2/2023 6:15,334,246,53,Tuesday,neutral,Yes
1370,Instagram,video,4/14/2023 10:30,5446,469,818,Friday,positive,Yes
1371,Twitter,image,7/14/2023 15:00,1346,105,307,Friday,positive,No
1372,Instagram,video,7/13/2023 9:15,5287,7,562,Thursday,neutral,Yes
1373,Facebook,carousel,10/5/2023 6:30,1542,80,782,Thursday,negative,No
1374,Twitter,carousel,12/27/2023 11:30,980,214,384,Wednesday,positive,Yes
1375,Instagram,image,6/6/2023 19:30,1634,163,879,Tuesday,negative,Yes
1376,Twitter,image,5/15/2023 6:30,273,228,249,Monday,neutral,No
1377,Twitter,poll,5/17/2023 0:15,741,166,438,Wednesday,positive,Yes
1378,Instagram,poll,3/19/2023 4:00,2481,128,214,Sunday,negative,Yes
1379,Facebook,video,7/26/2023 20:15,5327,457,449,Wednesday,positive,Yes
1380,Twitter,poll,5/2/2023 0:30,2788,198,661,Tuesday,positive,Yes
1381,Facebook,carousel,5/14/2023 0:45,4360,446,748,Sunday,neutral,Yes
1382,Instagram,image,2/26/2023 11:45,1869,26,834,Sunday,positive,Yes
1383,Instagram,carousel,11/19/2023 12:30,4877,351,695,Sunday,negative,No
1384,Facebook,carousel,9/15/2023 0:45,4439,386,420,Friday,negative,Yes
1385,Twitter,poll,2/9/2023 15:30,1883,150,126,Thursday,positive,No
1386,Facebook,carousel,9/15/2023 0:45,3512,374,448,Friday,negative,Yes
1387,Instagram,poll,7/5/2023 5:15,2517,8,736,Wednesday,positive,No
1388,Twitter,carousel,3/31/2023 16:00,2414,90,88,Friday,positive,Yes
1389,Twitter,video,12/24/2023 7:45,82,91,70,Sunday,neutral,No
1390,Twitter,text,2/14/2023 18:00,935,63,280,Tuesday,positive,Yes
1391,Instagram,image,1/21/2023 1:00,4728,398,741,Saturday,negative,Yes
1392,Instagram,carousel,1/1/2023 20:00,4952,142,378,Sunday,positive,Yes
1393,Twitter,poll,5/17/2023 0:15,1048,76,416,Wednesday,positive,Yes
1394,Instagram,video,4/10/2023 0:00,3128,322,728,Monday,neutral,Yes
1395,Twitter,image,7/14/2023 15:00,648,141,268,Friday,positive,Yes
1396,Facebook,text,6/12/2023 9:30,3233,48,1079,Monday,negative,No
1397,Facebook,text,5/3/2023 12:30,3465,230,78,Wednesday,positive,Yes
1398,Twitter,video,9/27/2023 19:00,500,158,275,Wednesday,positive,Yes
1399,Twitter,image,4/17/2023 15:00,1362,100,305,Monday,neutral,Yes
1400,Facebook,image,1/7/2023 10:30,209,149,658,Saturday,negative,No
1401,Twitter,image,5/15/2023 6:30,648,184,161,Monday,neutral,Yes
1402,Twitter,carousel,1/30/2023 13:30,1432,12,402,Monday,positive,Yes
1403,Facebook,carousel,10/5/2023 6:30,3007,8,542,Thursday,negative,Yes
1404,Facebook,poll,3/1/2023 8:00,1697,508,439,Wednesday,neutral,No
1405,Facebook,text,7/6/2023 7:00,2904,459,466,Thursday,neutral,No
1406,Twitter,image,4/17/2023 15:00,192,139,338,Monday,neutral,Yes
1407,Instagram,video,4/10/2023 0:00,3323,232,711,Monday,neutral,No
1408,Facebook,video,1/4/2023 18:30,3399,24,469,Wednesday,neutral,No
1409,Facebook,carousel,10/3/2023 19:00,802,328,397,Tuesday,negative,Yes
1410,Twitter,image,4/17/2023 15:00,1804,100,355,Monday,neutral,No
1411,Facebook,image,2/2/2023 16:00,452,118,68,Thursday,positive,Yes
1412,Twitter,text,11/25/2023 7:30,2893,30,26,Saturday,positive,Yes
1413,Facebook,video,2/23/2023 17:15,2054,199,251,Thursday,positive,Yes
1414,Twitter,image,5/15/2023 6:30,450,120,182,Monday,neutral,Yes
1415,Instagram,video,12/31/2023 22:30,2845,156,712,Sunday,negative,Yes
1416,Twitter,image,4/17/2023 15:00,493,128,351,Monday,neutral,No
1417,Instagram,video,4/10/2023 0:00,3983,238,630,Monday,neutral,Yes
1418,Facebook,image,8/17/2023 14:45,1952,371,603,Thursday,positive,Yes
1419,Instagram,carousel,7/12/2023 17:45,103,221,837,Wednesday,positive,Yes
1420,Facebook,carousel,11/11/2023 15:45,712,92,485,Saturday,negative,No
1421,Facebook,image,11/27/2023 4:30,1430,259,256,Monday,positive,Yes
1422,Instagram,text,5/23/2023 22:30,565,204,589,Tuesday,neutral,Yes
1423,Twitter,text,2/14/2023 18:00,639,111,181,Tuesday,positive,Yes
1424,Instagram,image,3/13/2023 23:15,3752,168,358,Monday,negative,Yes
1425,Instagram,video,12/6/2023 4:00,5087,90,799,Wednesday,negative,No
1426,Facebook,carousel,1/27/2023 15:45,3626,249,922,Friday,negative,No
1427,Instagram,image,7/1/2023 14:45,4527,141,72,Saturday,positive,Yes
1428,Facebook,carousel,2/3/2023 0:30,4353,182,627,Friday,positive,No
1429,Facebook,image,1/7/2023 10:30,351,189,752,Saturday,negative,Yes
1430,Twitter,image,4/17/2023 15:00,1180,181,211,Monday,neutral,No
1431,Twitter,video,12/1/2023 10:00,2024,93,231,Friday,positive,Yes
1432,Instagram,carousel,5/7/2023 0:30,1836,360,764,Sunday,negative,Yes
1433,Facebook,carousel,2/3/2023 0:30,4740,224,684,Friday,positive,Yes
1434,Twitter,image,2/10/2023 13:00,2065,167,60,Friday,neutral,No
1435,Instagram,carousel,8/4/2023 12:45,923,395,820,Friday,negative,Yes
1436,Twitter,text,11/20/2023 2:00,2318,18,134,Monday,positive,Yes
1437,Twitter,text,7/23/2023 5:45,298,127,380,Sunday,neutral,Yes
1438,Facebook,image,8/17/2023 14:45,1614,512,621,Thursday,positive,No
1439,Instagram,poll,1/19/2023 7:15,2933,12,464,Thursday,positive,Yes
1440,Facebook,poll,8/8/2023 17:45,3950,22,1046,Tuesday,negative,No
1441,Facebook,text,1/3/2023 3:00,3288,0,244,Tuesday,positive,No
1442,Facebook,video,2/23/2023 17:15,2259,217,307,Thursday,positive,Yes
